pressure_PS1_bar,pressure_PS2_bar,pressure_PS3_bar,pressure_PS4_bar,pressure_PS5_bar,pressure_PS6_bar,motor_power_EPS1_W,flow_FS1_l_min,flow_FS2_l_min,temp_TS1_C,temp_TS2_C,temp_TS3_C,temp_TS4_C,vibration_VS1,efficiency_SE,cooling_eff_CE,cooling_pwr_CP,fault
155.7,4.91,5.1,5.18,5.04,8.04,2078.6,8.36,8.55,34.62,39.74,37.88,29.64,0.5235,0.8669,98.63,1.524,0
156.36,5.05,4.96,4.95,5.01,7.65,2065.5,8.63,8.68,35.6,40.05,37.78,29.45,0.5059,0.8465,100.09,1.395,0
156.29,4.91,4.85,4.92,5.02,8.4,2112.1,8.58,8.93,35.01,39.01,37.63,29.97,0.5197,0.8605,98.37,1.545,0
153.61,5.22,5.12,4.81,4.94,8.54,2080.2,8.53,8.31,34.74,40.84,37.72,30.46,0.5426,0.8723,99.09,1.428,0
156.12,5.11,4.95,4.97,4.88,8.12,2069.4,8.27,8.55,34.96,39.58,37.29,30.13,0.4965,0.8627,100.78,1.492,0
154.26,4.71,5.12,4.88,4.97,8.12,2079.2,9.09,8.59,35.44,40.58,38.15,29.28,0.5216,0.8661,99.91,1.539,0
153.2,5.12,5.1,4.94,5.11,7.98,2157.7,8.32,8.73,33.87,40.38,38.62,29.44,0.5073,0.8574,98.94,1.593,0
156.07,4.97,4.99,5.1,4.84,8.11,2116.6,8.37,8.46,34.79,40.01,38.19,30.28,0.5147,0.8641,100.43,1.499,0
155.01,5.18,5.01,5.04,5.1,7.74,2101.2,8.82,8.5,35.82,39.35,37.53,30.14,0.5558,0.8687,100.51,1.494,0
157.11,4.98,4.87,4.79,4.94,7.53,2018.1,8.18,8.55,35.39,39.86,38.23,30.04,0.4992,0.8578,100.87,1.513,0
155.45,4.99,4.96,5.01,5.04,8.1,2177.3,8.74,8.54,35.0,39.43,38.33,30.24,0.5175,0.8485,100.16,1.582,0
155.49,5.07,4.83,5.18,5.1,8.17,2096.7,8.61,8.67,35.13,40.15,38.41,30.24,0.52,0.8612,99.73,1.519,0
156.37,5.01,4.91,4.92,4.91,7.86,1979.5,8.42,8.53,35.09,39.66,38.15,29.52,0.5037,0.8506,99.8,1.614,0
153.76,4.87,5.09,5.05,5.06,7.83,2159.9,8.5,8.76,34.7,40.34,37.6,29.58,0.4891,0.8534,98.68,1.522,0
159.38,5.08,5.08,5.06,5.15,8.17,2195.5,8.86,8.58,34.96,39.69,37.1,30.01,0.5285,0.8711,100.82,1.481,0
152.1,5.0,4.88,4.93,4.95,7.81,2060.4,8.42,8.4,34.33,38.85,37.89,29.95,0.5056,0.857,101.54,1.537,0
153.25,5.05,5.03,5.09,4.93,8.21,2073.4,8.27,8.48,35.36,39.74,38.68,29.66,0.5327,0.8703,100.95,1.547,0
156.36,5.1,5.1,4.92,4.89,7.65,2082.0,8.44,8.44,34.33,39.81,37.96,30.12,0.5324,0.8862,101.6,1.566,0
155.31,4.85,4.99,5.06,5.14,7.62,2047.3,8.56,8.3,34.86,39.85,37.51,29.6,0.5049,0.8592,99.72,1.43,0
154.7,4.92,5.06,5.08,4.96,7.87,2003.5,8.86,8.49,35.77,40.47,37.28,29.88,0.5385,0.853,100.78,1.407,0
155.21,4.99,5.03,5.12,5.06,7.62,2151.4,8.65,8.32,35.46,39.5,38.08,29.88,0.534,0.8649,99.56,1.568,0
154.63,5.04,4.92,5.03,5.03,8.29,2120.5,8.55,8.35,35.62,39.34,38.64,30.09,0.5399,0.8657,99.96,1.439,0
155.0,4.81,5.04,5.07,4.8,7.76,2061.0,8.52,8.57,34.21,39.62,38.18,29.91,0.5232,0.8535,100.93,1.463,0
156.25,4.99,5.01,5.0,5.16,8.49,2119.7,8.6,8.47,35.48,39.47,38.26,30.09,0.5396,0.8769,100.41,1.457,0
156.1,5.07,4.97,5.22,5.25,7.78,2153.9,8.6,9.0,35.27,40.1,38.35,30.35,0.523,0.8651,100.15,1.506,0
155.12,5.06,5.13,5.0,4.97,8.78,2138.4,8.54,8.54,35.23,39.34,38.23,30.46,0.5252,0.8502,98.04,1.511,0
154.49,5.04,4.82,5.12,5.04,7.82,2243.2,8.43,8.37,34.95,40.03,37.69,29.97,0.4996,0.8702,98.85,1.514,0
149.94,5.13,4.97,4.93,5.11,7.79,2076.6,8.46,8.09,35.5,40.03,37.72,30.73,0.5388,0.8553,99.54,1.521,1
156.27,4.94,5.03,5.01,4.88,8.11,2199.3,8.26,8.35,34.87,40.55,37.78,29.79,0.5324,0.8783,101.19,1.494,0
157.18,4.96,5.06,5.05,4.88,7.98,2020.8,8.58,8.79,34.38,40.4,38.25,30.07,0.5332,0.8463,100.5,1.432,0
154.0,5.01,4.9,4.99,4.96,8.41,2075.7,8.38,8.37,33.7,39.61,38.29,30.17,0.558,0.8462,99.21,1.43,0
155.93,4.99,5.05,5.05,4.95,7.82,2097.7,8.27,8.5,34.39,40.38,38.11,30.39,0.5207,0.8615,100.51,1.515,0
156.56,5.07,4.95,4.99,4.95,7.77,2096.6,8.78,8.48,36.17,39.68,37.28,30.72,0.5199,0.8716,99.23,1.447,0
152.46,5.16,5.01,5.05,4.91,7.8,2046.3,8.86,8.55,34.32,41.52,38.0,30.06,0.5216,0.8624,99.93,1.521,1
153.82,4.74,4.94,4.85,5.04,8.08,2090.6,8.55,8.53,35.37,39.5,38.49,30.03,0.5051,0.856,100.3,1.409,0
156.36,5.0,4.95,5.09,4.97,8.37,2048.9,8.38,8.58,34.65,40.74,37.95,29.93,0.5148,0.8577,99.31,1.54,0
152.81,4.98,4.88,4.81,5.13,7.82,2109.0,8.87,8.4,35.06,39.5,37.35,29.5,0.5129,0.8557,100.19,1.523,0
153.25,4.89,4.79,5.0,5.11,7.93,2075.4,8.71,8.58,34.86,39.79,38.23,30.32,0.491,0.8553,99.81,1.495,0
155.35,4.97,5.18,4.88,4.84,7.55,2011.2,8.37,8.68,34.36,40.19,37.76,30.39,0.5536,0.8647,98.25,1.587,0
151.73,5.01,5.03,5.0,5.25,7.97,2083.4,8.3,8.46,35.7,39.49,38.31,30.06,0.5761,0.8828,99.1,1.513,1
157.6,5.1,4.89,4.97,5.03,7.74,2123.0,8.39,8.4,35.28,39.87,39.03,29.84,0.527,0.8657,100.32,1.42,0
153.55,4.93,4.99,5.1,4.9,7.99,2112.9,8.08,8.25,35.56,39.88,37.78,30.26,0.5655,0.8692,98.66,1.424,0
154.5,4.99,5.14,4.98,5.13,7.9,2063.9,8.44,8.43,35.48,39.75,38.58,29.86,0.535,0.8529,99.01,1.535,0
154.63,5.1,4.87,5.12,4.83,8.28,2149.4,7.94,8.3,34.69,39.32,38.26,29.7,0.5242,0.8646,100.45,1.608,1
156.48,4.9,5.03,4.99,5.03,8.79,2043.1,8.4,8.54,34.51,40.46,37.8,30.09,0.4942,0.8546,101.93,1.484,0
154.48,4.99,4.87,5.04,5.01,8.38,2094.8,8.8,7.94,35.04,39.61,38.23,29.89,0.5227,0.8661,100.39,1.449,0
154.32,4.86,5.09,5.19,4.85,8.0,2097.8,8.41,8.49,35.01,40.18,38.07,29.88,0.5034,0.8604,99.42,1.598,0
155.7,4.94,5.34,5.06,5.03,7.77,2149.9,8.52,8.51,33.92,40.37,38.04,30.57,0.5168,0.8583,99.55,1.506,0
155.55,5.13,5.05,5.19,4.95,7.65,2085.1,8.76,8.25,35.07,40.73,38.33,29.89,0.5089,0.8388,97.61,1.455,0
155.33,4.97,4.89,5.15,4.98,7.96,2154.5,8.48,8.53,35.23,39.39,37.85,30.41,0.5358,0.8659,100.87,1.452,0
155.16,4.98,5.07,5.06,4.88,7.84,2049.9,8.42,8.57,34.72,39.86,38.65,30.44,0.4998,0.8559,99.98,1.457,0
154.02,4.95,4.88,5.03,4.92,7.8,2168.0,8.25,8.41,34.51,40.18,38.95,30.13,0.5619,0.8788,101.68,1.437,0
152.64,5.12,5.02,5.11,5.07,7.89,2105.4,8.39,8.33,35.23,39.42,38.46,29.89,0.5189,0.8652,98.51,1.521,0
156.82,5.03,4.91,5.08,4.96,7.72,2174.4,8.33,8.5,34.93,38.86,37.72,29.58,0.5491,0.8663,100.52,1.503,0
154.96,4.9,4.96,4.96,4.91,8.19,2104.6,8.69,8.43,35.3,40.32,38.6,29.94,0.4996,0.8654,100.19,1.422,0
156.22,4.89,4.95,4.99,4.88,8.17,2099.4,8.69,8.4,34.76,40.36,38.24,30.03,0.5093,0.8537,98.21,1.504,0
156.41,5.09,4.96,4.9,4.95,8.03,2049.7,8.46,8.35,34.27,40.83,37.39,30.15,0.5144,0.86,100.21,1.414,0
153.73,4.86,4.77,4.87,5.11,8.25,2023.9,8.49,8.33,35.27,39.38,38.12,29.64,0.538,0.8437,100.09,1.43,0
154.53,5.06,4.9,5.19,5.07,8.47,2054.8,8.37,8.5,35.16,40.27,38.67,29.59,0.4876,0.8572,99.64,1.532,0
152.04,5.03,5.07,4.92,4.87,8.16,2041.3,8.67,8.58,35.23,40.39,38.42,29.88,0.4627,0.8546,99.93,1.505,0
157.13,4.97,5.08,5.16,5.04,7.91,2113.9,8.57,8.7,34.79,38.91,37.76,30.03,0.5208,0.8569,99.32,1.44,0
153.06,4.97,4.87,5.17,4.9,7.57,2085.2,8.43,8.96,34.73,39.92,37.86,30.46,0.5204,0.8576,101.29,1.563,0
151.06,5.07,4.97,4.93,5.11,8.26,1982.3,7.84,8.64,34.9,40.58,37.87,29.92,0.531,0.8675,98.69,1.54,1
153.63,5.05,5.06,5.12,4.88,7.48,2103.9,8.55,8.14,35.01,39.99,38.38,30.43,0.5542,0.8749,99.71,1.387,0
154.93,4.98,4.97,5.14,5.07,7.76,2124.7,8.15,8.6,35.22,39.95,38.16,29.97,0.5286,0.8586,98.57,1.425,0
156.16,5.03,4.94,4.91,4.9,7.67,2148.8,8.28,8.73,35.11,40.42,37.96,29.93,0.5401,0.8664,99.8,1.498,0
155.69,4.85,4.97,5.04,5.22,7.99,2113.4,8.72,8.67,34.77,39.53,37.86,29.54,0.4924,0.861,100.39,1.584,0
156.62,5.05,4.91,4.96,5.11,8.35,2104.6,8.64,8.63,34.48,39.62,37.41,29.48,0.5237,0.8799,98.64,1.532,0
155.28,5.12,4.92,5.04,5.06,7.69,2160.1,8.95,8.84,35.08,39.82,37.87,29.79,0.5349,0.8456,100.3,1.553,0
155.53,5.03,4.93,5.07,5.03,8.08,2091.6,8.51,8.3,34.75,40.06,38.21,29.98,0.5074,0.8646,99.42,1.564,0
158.79,5.09,5.06,4.93,4.97,8.1,2120.2,8.62,8.49,34.98,40.16,38.65,29.95,0.5404,0.8697,99.54,1.5,0
155.94,5.07,4.87,4.99,4.87,8.58,2190.2,8.54,8.4,34.86,40.13,38.0,29.75,0.5536,0.8558,100.8,1.575,0
152.88,4.95,5.15,4.88,5.0,8.02,2108.6,8.35,8.13,34.12,40.32,38.4,30.05,0.4964,0.8495,98.98,1.557,0
154.19,5.1,4.82,5.12,4.98,8.48,2052.0,8.58,8.6,35.66,39.62,38.92,29.94,0.4835,0.8629,101.76,1.464,0
152.17,4.96,5.2,4.79,5.0,7.72,2109.3,8.58,8.5,35.59,40.62,38.45,29.57,0.5177,0.8609,101.4,1.546,0
155.82,5.06,5.1,5.1,4.98,8.05,2085.7,8.49,8.4,35.36,39.83,37.17,29.46,0.554,0.866,99.72,1.487,0
155.56,5.09,4.96,5.07,4.78,8.09,2039.9,8.27,8.46,34.45,39.98,38.48,29.95,0.4852,0.8584,100.25,1.462,0
153.2,4.95,5.03,4.85,4.81,7.78,1997.5,8.51,8.3,35.89,40.31,37.25,30.04,0.5321,0.8654,100.59,1.498,0
154.99,5.04,4.98,5.06,5.1,7.87,2103.1,8.52,8.53,35.04,39.41,37.83,29.97,0.5104,0.8626,98.85,1.503,0
155.27,4.91,4.99,5.01,5.13,7.66,2148.5,8.34,8.63,35.99,39.92,38.36,29.78,0.4966,0.8581,98.2,1.531,0
153.46,4.95,5.09,5.0,5.05,7.46,1945.6,8.71,8.28,35.62,39.82,37.44,30.42,0.4976,0.8639,100.15,1.476,0
154.79,4.89,4.95,5.18,4.93,7.84,2135.6,8.39,8.48,33.97,40.32,37.62,29.89,0.4863,0.875,99.86,1.53,0
154.24,5.1,4.96,4.94,4.92,7.93,2149.8,8.32,8.28,35.08,40.63,38.84,30.0,0.489,0.8641,101.0,1.479,0
156.33,5.13,4.88,5.02,4.95,9.09,2032.2,8.44,8.73,34.47,39.77,37.64,30.03,0.4996,0.8638,98.63,1.523,0
155.64,5.08,4.98,4.98,5.02,8.26,2070.2,8.38,8.36,35.63,40.22,37.24,30.31,0.5244,0.8524,99.19,1.585,0
155.67,5.03,5.04,5.01,5.01,8.17,2168.7,8.61,8.28,34.81,40.37,38.27,30.2,0.5148,0.859,101.15,1.621,0
156.69,5.05,4.84,4.86,4.89,7.46,2075.1,8.37,8.16,34.92,40.58,38.1,30.06,0.5093,0.8611,100.19,1.593,0
154.62,5.06,4.97,5.12,5.06,8.46,2090.8,8.61,8.52,34.65,40.14,37.92,30.34,0.5112,0.8747,100.48,1.501,0
159.21,4.83,4.98,5.0,5.14,7.77,2090.0,8.45,8.76,34.98,40.09,38.31,30.17,0.4973,0.8467,100.15,1.465,0
153.15,5.05,5.13,5.08,4.87,8.39,2065.5,8.48,8.92,35.05,39.71,37.92,29.87,0.5121,0.8607,101.5,1.406,0
155.52,5.02,5.12,5.01,5.04,8.1,2132.3,8.23,8.47,34.46,40.17,38.07,30.14,0.5298,0.8785,100.13,1.531,0
153.22,5.01,4.9,4.96,5.03,7.6,2091.2,8.72,8.16,34.88,40.05,37.33,29.82,0.5167,0.8621,101.45,1.433,0
158.43,4.95,5.02,5.0,4.92,8.16,2083.1,8.39,8.72,34.13,40.78,38.34,29.84,0.5319,0.8611,101.61,1.542,0
154.04,5.02,5.06,4.99,5.24,8.02,2028.1,8.31,8.79,35.17,40.63,37.68,30.03,0.5559,0.8697,98.84,1.572,0
155.18,4.97,5.04,4.99,4.93,8.13,2096.9,8.55,8.49,34.96,40.21,38.4,30.4,0.4938,0.8609,98.28,1.526,0
155.65,5.03,5.22,4.97,5.05,7.44,2110.9,8.53,8.37,34.43,39.83,38.3,29.63,0.5023,0.8545,99.57,1.385,0
157.32,5.07,5.06,4.95,5.09,8.04,2056.8,8.67,8.51,34.59,40.29,37.93,30.07,0.5338,0.8532,102.1,1.491,0
156.43,5.02,4.97,4.92,4.95,7.85,2126.2,8.2,8.2,34.51,40.24,38.04,29.37,0.4869,0.8411,99.44,1.531,0
157.29,5.03,4.97,5.01,4.93,8.48,2134.2,8.68,8.36,34.85,40.05,37.56,30.01,0.514,0.8618,100.19,1.489,0
155.36,5.01,4.88,5.04,4.96,7.91,2020.0,8.31,8.31,34.75,39.91,37.79,29.84,0.4723,0.8732,100.77,1.466,0
155.62,5.06,4.79,4.88,4.97,7.53,2135.7,8.42,8.34,34.71,40.18,37.69,30.13,0.537,0.8747,101.0,1.45,0
152.43,4.84,4.76,4.99,4.94,7.88,2080.0,8.25,8.51,35.16,40.11,37.41,30.11,0.5184,0.8438,99.38,1.548,0
156.28,5.03,5.04,5.11,5.07,8.11,2126.9,8.37,8.37,34.71,39.67,38.52,30.2,0.5203,0.8653,99.56,1.472,0
157.29,5.1,5.02,4.95,5.12,7.6,2083.2,8.5,8.37,33.93,39.42,38.01,30.02,0.501,0.8763,100.19,1.545,0
152.2,5.08,5.14,4.9,4.87,7.92,2130.2,8.27,8.25,35.34,39.92,37.9,30.27,0.4983,0.8597,97.88,1.49,0
157.51,4.99,5.02,5.17,5.04,7.79,2079.3,8.86,8.6,34.54,39.47,37.71,30.02,0.5125,0.8521,100.9,1.481,0
157.79,4.94,5.01,5.07,5.04,7.81,2090.1,8.44,8.5,35.49,40.37,37.63,29.89,0.5323,0.851,99.04,1.441,0
154.95,5.03,5.0,5.11,5.02,7.95,2138.2,8.46,8.12,34.92,39.85,38.2,30.11,0.5024,0.8591,100.42,1.433,0
153.44,4.89,5.23,4.96,4.97,8.04,2191.5,8.8,8.54,35.41,39.85,38.42,30.25,0.4844,0.8682,101.42,1.55,0
155.49,5.03,5.01,4.93,5.01,7.55,2131.9,8.5,8.27,35.46,40.27,38.04,29.87,0.5095,0.8791,100.69,1.444,0
154.92,4.95,5.0,5.04,5.14,8.24,2075.3,8.28,8.64,34.96,39.7,38.04,30.16,0.5211,0.8719,100.29,1.477,0
155.8,5.02,5.03,5.03,5.02,8.08,2281.2,8.62,8.63,35.62,40.08,38.0,30.02,0.5121,0.8529,98.75,1.589,0
151.63,5.14,4.89,5.0,4.93,7.97,2006.3,8.94,8.45,34.22,39.6,37.67,30.07,0.5332,0.8689,99.01,1.535,0
155.74,5.0,4.93,4.97,5.09,8.18,2110.2,8.58,8.34,35.4,39.75,38.0,30.33,0.5126,0.8409,99.23,1.513,0
156.66,5.05,4.99,5.0,5.12,8.2,1994.4,8.57,8.12,34.91,40.74,38.54,29.91,0.532,0.856,101.52,1.55,0
154.69,4.98,4.88,4.87,5.03,7.5,2166.2,8.58,8.4,35.72,40.3,38.06,29.99,0.5362,0.8658,98.53,1.33,0
155.61,4.94,5.12,5.05,4.95,7.32,2081.6,8.4,8.78,34.76,39.3,38.32,29.48,0.4847,0.8697,99.43,1.511,0
153.47,5.11,5.14,4.99,5.23,8.29,2125.2,8.86,8.67,34.13,39.12,37.9,30.36,0.4837,0.8706,100.46,1.501,0
151.77,4.99,5.07,5.13,5.31,8.56,2029.1,8.92,8.56,34.68,40.37,37.93,29.69,0.5377,0.85,98.33,1.468,0
155.56,4.96,5.14,4.99,4.94,8.33,2122.3,8.56,8.36,34.37,39.43,38.21,29.83,0.5448,0.8566,99.15,1.434,0
153.39,5.08,4.84,5.19,4.89,7.91,2010.8,8.34,8.33,34.73,40.63,38.62,30.43,0.5407,0.8733,99.67,1.499,0
157.39,5.08,4.84,5.04,4.94,7.82,2073.8,8.36,8.45,35.36,39.2,38.46,30.05,0.4799,0.8559,101.6,1.519,0
153.15,4.86,5.04,5.03,4.89,7.96,2132.2,8.57,8.19,34.67,40.44,38.99,29.75,0.5031,0.865,99.52,1.599,0
154.28,4.96,5.12,5.16,5.02,7.66,2170.0,8.61,8.66,35.45,40.17,37.66,30.12,0.5098,0.8604,100.57,1.512,0
156.36,5.03,4.99,4.76,4.93,7.93,2154.0,8.53,8.25,35.01,39.04,37.8,29.87,0.531,0.8603,99.84,1.471,0
155.11,5.03,4.89,4.89,4.99,8.09,2164.2,8.4,8.73,35.13,39.87,37.72,29.4,0.5433,0.871,100.37,1.545,0
151.8,5.1,4.86,4.86,5.12,7.77,2045.5,8.55,8.89,34.43,39.67,37.91,29.88,0.5139,0.8684,99.27,1.479,0
158.13,4.98,4.99,5.33,5.11,8.24,2032.0,8.35,8.34,35.09,39.71,37.34,30.25,0.5016,0.8678,100.04,1.497,0
155.27,5.14,5.02,4.92,4.92,8.64,2141.1,8.23,8.21,34.87,39.94,37.79,30.07,0.5422,0.8572,98.26,1.547,0
157.89,4.99,4.89,4.91,4.96,8.21,2151.5,8.39,8.75,34.87,39.08,38.67,30.4,0.5135,0.855,101.09,1.521,0
153.51,4.86,4.81,4.93,4.92,7.68,2062.6,8.26,8.05,34.25,40.06,37.33,30.57,0.5125,0.8548,101.18,1.564,0
154.59,5.13,5.02,5.01,4.85,7.57,2163.6,8.31,8.49,33.95,40.25,37.63,29.96,0.5115,0.8751,98.7,1.527,0
157.08,4.73,5.0,4.97,5.1,7.43,2074.9,8.2,8.63,35.07,40.21,37.77,29.54,0.5152,0.8759,101.26,1.524,0
159.03,5.17,5.05,5.0,4.92,8.07,2078.5,8.43,8.64,35.98,40.33,37.65,29.78,0.5248,0.8558,100.01,1.488,0
153.22,5.02,4.98,4.8,4.77,7.51,2037.7,8.61,8.62,35.38,40.52,37.8,29.39,0.5305,0.8519,99.21,1.547,0
152.99,5.03,5.11,4.8,4.96,7.36,2098.1,8.57,8.64,34.45,40.45,37.95,29.73,0.515,0.8639,99.38,1.599,0
152.87,5.03,4.89,5.07,5.04,8.04,2069.1,8.29,8.39,35.5,40.57,38.42,29.85,0.5002,0.8578,99.39,1.505,0
154.68,4.97,5.0,4.96,5.05,8.29,2063.4,8.41,8.45,34.14,40.24,37.27,29.99,0.5314,0.8505,99.72,1.606,0
155.39,5.06,5.02,5.09,5.04,7.8,2108.2,8.5,8.45,34.64,39.13,37.88,29.96,0.5474,0.8386,101.01,1.568,0
152.94,5.03,4.92,5.05,4.96,8.04,2053.8,8.2,8.6,34.61,39.87,37.67,29.89,0.5419,0.8648,98.42,1.517,0
153.4,4.92,5.17,4.98,4.88,8.0,2167.9,8.4,8.54,35.06,40.56,37.33,29.78,0.5272,0.8752,99.27,1.506,0
156.7,5.13,4.73,4.99,5.08,8.03,2086.2,8.63,8.33,34.29,40.72,37.81,30.3,0.5149,0.8514,100.94,1.497,0
154.02,4.88,4.93,5.09,4.96,7.98,2119.6,8.64,8.68,34.65,39.27,37.57,30.19,0.529,0.8606,100.63,1.482,0
153.74,4.82,4.91,4.92,5.06,8.29,2157.2,8.45,8.32,34.86,39.79,37.51,29.86,0.5118,0.8548,99.42,1.465,0
150.36,5.05,4.96,4.79,4.98,7.84,2107.3,8.78,8.45,34.6,39.82,37.74,29.77,0.5523,0.8732,100.7,1.446,1
154.16,4.97,5.08,5.07,4.95,7.33,2068.2,8.59,8.56,34.69,39.86,38.83,29.83,0.5598,0.8561,101.14,1.514,0
154.42,4.85,5.05,5.07,4.78,8.9,2207.3,8.19,8.62,35.09,40.91,38.05,30.51,0.5004,0.8801,101.33,1.458,0
155.45,4.94,5.09,4.97,4.95,7.78,2114.6,8.55,8.31,34.84,40.12,38.01,29.88,0.4644,0.8462,98.37,1.52,0
154.05,4.97,5.06,5.06,5.02,7.99,2062.6,8.34,8.22,34.84,40.4,36.99,30.46,0.5117,0.8672,100.45,1.603,0
153.18,4.72,5.03,4.98,4.89,8.29,2073.7,8.34,8.53,35.25,40.02,37.94,29.87,0.5353,0.856,102.22,1.475,0
152.88,4.88,5.08,4.84,4.93,8.13,2042.1,8.61,8.39,35.07,39.7,37.98,30.05,0.5355,0.8545,100.79,1.458,0
152.86,5.19,4.95,5.19,5.02,8.47,2039.7,8.9,8.45,36.4,39.46,38.1,29.59,0.5071,0.8642,101.18,1.483,0
158.78,5.22,5.13,4.89,4.82,8.78,2096.4,8.69,8.48,33.94,39.29,37.26,29.66,0.5314,0.8672,99.56,1.492,0
153.71,4.93,4.96,5.06,5.0,7.91,2052.4,8.48,8.36,35.33,39.78,37.69,30.2,0.5323,0.8513,99.8,1.51,0
159.05,5.01,5.05,5.13,4.97,7.66,2112.4,8.62,8.64,34.51,39.69,38.14,30.18,0.5348,0.8525,98.98,1.566,0
155.65,4.67,4.97,5.15,5.13,8.16,2041.0,8.59,8.22,34.47,40.11,38.03,29.8,0.5453,0.8609,99.91,1.542,0
157.64,5.15,4.98,4.85,4.92,7.64,2123.5,8.55,8.67,35.09,40.16,37.92,30.17,0.5215,0.8684,100.81,1.458,0
153.95,4.76,5.0,4.94,5.04,8.55,2119.0,8.33,8.68,34.37,39.57,37.95,30.19,0.4973,0.8666,100.04,1.518,0
154.86,5.04,4.98,4.85,4.83,7.74,2148.7,8.68,8.34,35.07,40.58,37.85,30.05,0.535,0.8584,100.44,1.513,0
155.64,5.03,4.82,4.97,4.87,7.61,2066.1,8.68,8.62,34.28,40.13,37.87,30.06,0.5169,0.86,100.16,1.4,0
154.66,4.94,5.07,5.15,4.93,8.02,2131.6,8.68,8.82,35.3,40.4,37.76,30.07,0.492,0.858,100.59,1.577,0
155.56,5.03,4.94,4.81,5.02,7.79,2032.2,8.72,8.74,34.63,40.3,38.46,29.82,0.5291,0.8644,99.46,1.534,0
155.71,4.94,5.01,4.92,4.84,7.85,2084.6,8.44,8.31,35.24,39.3,37.57,30.47,0.5397,0.8584,100.35,1.557,0
155.86,5.06,4.88,5.1,5.12,7.88,2156.6,8.44,8.2,35.81,39.41,37.89,30.53,0.5131,0.8579,99.86,1.483,0
155.84,4.92,4.91,5.04,4.93,8.21,2111.5,8.67,8.6,34.86,40.25,37.47,30.0,0.5234,0.8545,100.92,1.537,0
154.92,4.98,5.21,4.93,4.85,7.88,2048.9,8.36,8.29,35.48,40.12,37.97,29.47,0.5247,0.8548,101.21,1.48,0
155.52,4.99,5.03,4.93,5.05,7.99,2079.6,8.76,8.66,35.21,39.92,37.89,30.01,0.4963,0.8405,99.1,1.504,0
153.2,4.83,5.25,4.87,5.0,7.97,2116.6,8.46,8.49,35.05,39.53,38.33,30.26,0.5063,0.8568,100.71,1.482,0
155.49,5.06,4.99,5.08,4.99,8.14,2050.9,8.51,8.34,34.27,40.3,38.45,30.45,0.5067,0.8588,99.36,1.588,0
153.84,4.95,4.94,5.15,4.93,8.05,2031.2,8.28,8.64,35.08,39.46,37.85,30.35,0.5663,0.8748,101.55,1.389,0
154.28,5.05,5.11,5.06,5.0,7.79,2078.4,8.7,8.2,35.19,40.53,38.44,30.28,0.5077,0.876,100.85,1.544,0
155.38,5.05,4.95,4.92,4.96,8.36,2054.1,8.59,8.32,34.39,40.22,38.8,30.21,0.5305,0.8694,98.36,1.467,0
156.99,5.18,4.91,4.9,4.86,7.79,2123.7,8.05,8.68,34.57,40.07,37.87,29.51,0.5226,0.8613,100.15,1.483,0
153.01,5.11,5.16,4.89,4.88,8.0,2090.3,8.76,8.39,34.64,39.56,37.76,29.66,0.5503,0.8666,100.82,1.469,0
156.31,5.02,5.25,4.84,5.06,8.36,2043.1,8.38,8.84,34.95,40.46,38.18,30.07,0.5057,0.8539,101.02,1.451,0
158.29,5.03,4.87,5.14,5.15,7.43,2162.3,8.64,8.53,34.93,38.74,38.03,29.95,0.5158,0.8505,99.33,1.573,0
154.02,4.88,4.9,5.04,5.15,7.71,2023.4,8.59,8.35,34.64,40.12,37.72,29.98,0.5338,0.8621,99.67,1.481,0
157.34,5.0,4.93,4.94,4.93,8.34,2077.6,8.36,8.66,34.51,39.7,38.79,30.22,0.5459,0.867,99.47,1.46,0
152.81,5.03,5.03,4.96,4.99,7.69,2081.9,8.71,8.59,34.67,40.68,39.0,30.05,0.518,0.8564,101.57,1.499,0
158.85,4.98,5.0,5.13,4.92,7.67,2181.6,8.46,8.73,34.71,39.18,38.18,30.03,0.5392,0.8659,101.08,1.485,0
154.45,4.92,5.09,5.01,5.41,8.49,2083.0,8.68,8.72,34.84,39.8,38.41,30.21,0.5093,0.8688,98.77,1.554,0
152.3,5.18,4.87,4.76,4.98,7.74,1925.8,8.62,7.98,35.29,39.7,37.31,30.0,0.5349,0.8612,98.83,1.644,0
152.09,4.9,5.11,5.01,4.88,8.17,2101.4,8.31,8.53,35.39,39.76,37.77,30.3,0.5359,0.8541,101.4,1.429,0
152.29,4.97,4.99,5.08,4.87,8.31,2158.6,8.54,8.53,35.65,40.81,37.87,29.56,0.5327,0.8577,99.26,1.472,0
154.89,5.05,4.88,5.08,5.12,7.86,2168.5,8.83,8.69,35.73,40.67,38.05,30.17,0.5137,0.8487,99.87,1.526,0
152.18,4.91,5.07,5.12,4.96,7.89,2164.9,8.5,8.49,34.57,40.34,37.86,29.88,0.5325,0.8478,98.76,1.431,0
155.45,5.01,4.96,4.9,5.07,8.38,2078.8,8.48,8.21,35.32,39.89,37.76,29.98,0.5272,0.8589,99.69,1.512,0
154.0,5.05,4.94,4.94,5.2,7.95,2043.1,8.41,8.66,35.76,39.34,38.31,29.88,0.5219,0.847,98.46,1.547,0
152.7,4.86,5.1,4.98,4.91,8.03,2112.4,8.58,8.58,35.59,39.71,38.03,30.06,0.5377,0.8618,98.9,1.54,0
